Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-11-23,7,13,µg/mc
"Riva del Garda",PM10,2021-11-23,8,16,µg/mc
"Riva del Garda",PM10,2021-11-23,9,22,µg/mc
"Riva del Garda",PM10,2021-11-23,10,24,µg/mc
"Riva del Garda",PM10,2021-11-23,11,22,µg/mc
"Riva del Garda",PM10,2021-11-23,12,21,µg/mc
"Riva del Garda",PM10,2021-11-23,13,29,µg/mc
"Riva del Garda",PM10,2021-11-23,14,20,µg/mc
"Riva del Garda",PM10,2021-11-23,15,16,µg/mc
"Riva del Garda",PM10,2021-11-23,16,15,µg/mc
"Riva del Garda",PM10,2021-11-23,17,18,µg/mc
"Riva del Garda",PM10,2021-11-23,18,17,µg/mc
"Riva del Garda",PM10,2021-11-23,19,25,µg/mc
"Riva del Garda",PM10,2021-11-23,20,26,µg/mc
"Riva del Garda",PM10,2021-11-23,21,32,µg/mc
"Riva del Garda",PM10,2021-11-23,22,35,µg/mc
"Riva del Garda",PM10,2021-11-23,23,30,µg/mc
"Riva del Garda",PM10,2021-11-23,24,24,µg/mc
"Riva del Garda",PM10,2021-11-24,1,19,µg/mc
"Riva del Garda",PM10,2021-11-24,2,16,µg/mc
"Riva del Garda",PM10,2021-11-24,3,15,µg/mc
"Riva del Garda",PM10,2021-11-24,4,14,µg/mc
"Riva del Garda",PM10,2021-11-24,5,11,µg/mc
"Riva del Garda",PM10,2021-11-24,6,11,µg/mc
"Riva del Garda",PM10,2021-11-24,7,11,µg/mc
"Riva del Garda",PM10,2021-11-24,8,14,µg/mc
"Riva del Garda",PM10,2021-11-24,9,14,µg/mc
"Riva del Garda",PM10,2021-11-24,10,13,µg/mc
"Riva del Garda",PM10,2021-11-24,11,8,µg/mc
"Riva del Garda",PM10,2021-11-24,12,7,µg/mc
"Riva del Garda",PM10,2021-11-24,13,7,µg/mc
"Riva del Garda",PM10,2021-11-24,14,6,µg/mc
"Riva del Garda",PM10,2021-11-24,15,9,µg/mc
"Riva del Garda",PM10,2021-11-24,16,13,µg/mc
"Riva del Garda",PM10,2021-11-24,17,22,µg/mc
"Riva del Garda",PM10,2021-11-24,18,18,µg/mc
"Riva del Garda",PM10,2021-11-24,19,29,µg/mc
"Riva del Garda",PM10,2021-11-24,20,42,µg/mc
"Riva del Garda",PM10,2021-11-24,21,36,µg/mc
"Riva del Garda",PM10,2021-11-24,22,32,µg/mc
"Riva del Garda",PM10,2021-11-24,23,29,µg/mc
"Riva del Garda",PM10,2021-11-24,24,24,µg/mc
"Riva del Garda",PM10,2021-11-25,1,18,µg/mc
"Riva del Garda",PM10,2021-11-25,2,16,µg/mc
"Riva del Garda",PM10,2021-11-25,3,14,µg/mc
"Riva del Garda",PM10,2021-11-25,4,11,µg/mc
"Riva del Garda",PM10,2021-11-25,5,11,µg/mc
"Riva del Garda",PM10,2021-11-25,6,10,µg/mc
"Riva del Garda",PM10,2021-11-25,7,11,µg/mc
"Riva del Garda",PM10,2021-11-25,8,18,µg/mc
"Riva del Garda",PM10,2021-11-25,9,26,µg/mc
"Riva del Garda",PM10,2021-11-25,10,23,µg/mc
"Riva del Garda",PM10,2021-11-25,11,18,µg/mc
"Riva del Garda",PM10,2021-11-25,12,16,µg/mc
"Riva del Garda",PM10,2021-11-25,13,20,µg/mc
"Riva del Garda",PM10,2021-11-25,14,24,µg/mc
"Riva del Garda",PM10,2021-11-25,15,34,µg/mc
"Riva del Garda",PM10,2021-11-25,16,24,µg/mc
"Riva del Garda",PM10,2021-11-25,17,26,µg/mc
"Riva del Garda",PM10,2021-11-25,18,25,µg/mc
"Riva del Garda",PM10,2021-11-25,19,22,µg/mc
"Riva del Garda",PM10,2021-11-25,20,18,µg/mc
"Riva del Garda",PM10,2021-11-25,21,18,µg/mc
"Riva del Garda",PM10,2021-11-25,22,19,µg/mc
"Riva del Garda",PM10,2021-11-25,23,14,µg/mc
"Riva del Garda",PM10,2021-11-25,24,15,µg/mc
"Riva del Garda",PM10,2021-11-26,1,13,µg/mc
"Riva del Garda",PM10,2021-11-26,2,11,µg/mc
"Riva del Garda",PM10,2021-11-26,3,11,µg/mc
"Riva del Garda",PM10,2021-11-26,4,12,µg/mc
"Riva del Garda",PM10,2021-11-26,5,13,µg/mc
"Riva del Garda",PM10,2021-11-26,6,13,µg/mc
"Riva del Garda",PM10,2021-11-26,7,13,µg/mc
"Riva del Garda",PM10,2021-11-26,8,12,µg/mc
"Riva del Garda",PM10,2021-11-26,9,14,µg/mc
"Riva del Garda",PM10,2021-11-26,10,18,µg/mc
"Riva del Garda",PM10,2021-11-26,11,17,µg/mc
"Riva del Garda",PM10,2021-11-26,12,18,µg/mc
"Riva del Garda",PM10,2021-11-26,13,15,µg/mc
"Riva del Garda",PM10,2021-11-26,14,14,µg/mc
"Riva del Garda",PM10,2021-11-26,15,13,µg/mc
"Riva del Garda",PM10,2021-11-26,16,14,µg/mc
"Riva del Garda",PM10,2021-11-26,17,24,µg/mc
"Riva del Garda",PM10,2021-11-26,18,22,µg/mc
"Riva del Garda",PM10,2021-11-26,19,19,µg/mc
"Riva del Garda",PM10,2021-11-26,20,27,µg/mc
"Riva del Garda",PM10,2021-11-26,21,31,µg/mc
"Riva del Garda",PM10,2021-11-26,22,27,µg/mc
"Riva del Garda",PM10,2021-11-26,23,29,µg/mc
"Riva del Garda",PM10,2021-11-26,24,29,µg/mc
"Riva del Garda",PM10,2021-11-27,1,28,µg/mc
"Riva del Garda",PM10,2021-11-27,2,26,µg/mc
"Riva del Garda",PM10,2021-11-27,3,25,µg/mc
"Riva del Garda",PM10,2021-11-27,4,27,µg/mc
"Riva del Garda",PM10,2021-11-27,5,29,µg/mc
"Riva del Garda",PM10,2021-11-27,6,16,µg/mc
"Riva del Garda",PM10,2021-11-27,7,11,µg/mc
"Riva del Garda",PM10,2021-11-27,8,9,µg/mc
"Riva del Garda",PM10,2021-11-27,9,11,µg/mc
"Riva del Garda",PM10,2021-11-27,10,16,µg/mc
"Riva del Garda",PM10,2021-11-27,11,16,µg/mc
"Riva del Garda",PM10,2021-11-27,12,9,µg/mc
"Riva del Garda",PM10,2021-11-27,13,9,µg/mc
"Riva del Garda",PM10,2021-11-27,14,9,µg/mc
"Riva del Garda",PM10,2021-11-27,15,15,µg/mc
"Riva del Garda",PM10,2021-11-27,16,16,µg/mc
"Riva del Garda",PM10,2021-11-27,17,17,µg/mc
"Riva del Garda",PM10,2021-11-27,18,27,µg/mc
