Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2020-03-16,11,6,µg/mc
"Riva del Garda",PM10,2020-03-16,12,6,µg/mc
"Riva del Garda",PM10,2020-03-16,13,13,µg/mc
"Riva del Garda",PM10,2020-03-16,14,12,µg/mc
"Riva del Garda",PM10,2020-03-16,15,10,µg/mc
"Riva del Garda",PM10,2020-03-16,16,13,µg/mc
"Riva del Garda",PM10,2020-03-16,17,17,µg/mc
"Riva del Garda",PM10,2020-03-16,18,21,µg/mc
"Riva del Garda",PM10,2020-03-16,19,23,µg/mc
"Riva del Garda",PM10,2020-03-16,20,25,µg/mc
"Riva del Garda",PM10,2020-03-16,21,31,µg/mc
"Riva del Garda",PM10,2020-03-16,22,31,µg/mc
"Riva del Garda",PM10,2020-03-16,23,29,µg/mc
"Riva del Garda",PM10,2020-03-16,24,35,µg/mc
"Riva del Garda",PM10,2020-03-17,1,29,µg/mc
"Riva del Garda",PM10,2020-03-17,2,27,µg/mc
"Riva del Garda",PM10,2020-03-17,3,26,µg/mc
"Riva del Garda",PM10,2020-03-17,4,23,µg/mc
"Riva del Garda",PM10,2020-03-17,5,21,µg/mc
"Riva del Garda",PM10,2020-03-17,6,20,µg/mc
"Riva del Garda",PM10,2020-03-17,7,19,µg/mc
"Riva del Garda",PM10,2020-03-17,8,18,µg/mc
"Riva del Garda",PM10,2020-03-17,9,16,µg/mc
"Riva del Garda",PM10,2020-03-17,10,13,µg/mc
"Riva del Garda",PM10,2020-03-17,11,11,µg/mc
"Riva del Garda",PM10,2020-03-17,12,12,µg/mc
"Riva del Garda",PM10,2020-03-17,13,20,µg/mc
"Riva del Garda",PM10,2020-03-17,14,20,µg/mc
"Riva del Garda",PM10,2020-03-17,15,24,µg/mc
"Riva del Garda",PM10,2020-03-17,16,26,µg/mc
"Riva del Garda",PM10,2020-03-17,17,32,µg/mc
"Riva del Garda",PM10,2020-03-17,18,34,µg/mc
"Riva del Garda",PM10,2020-03-17,19,40,µg/mc
"Riva del Garda",PM10,2020-03-17,20,39,µg/mc
"Riva del Garda",PM10,2020-03-17,21,36,µg/mc
"Riva del Garda",PM10,2020-03-17,22,40,µg/mc
"Riva del Garda",PM10,2020-03-17,23,51,µg/mc
"Riva del Garda",PM10,2020-03-17,24,48,µg/mc
"Riva del Garda",PM10,2020-03-18,1,44,µg/mc
"Riva del Garda",PM10,2020-03-18,2,39,µg/mc
"Riva del Garda",PM10,2020-03-18,3,35,µg/mc
"Riva del Garda",PM10,2020-03-18,4,32,µg/mc
"Riva del Garda",PM10,2020-03-18,5,29,µg/mc
"Riva del Garda",PM10,2020-03-18,6,24,µg/mc
"Riva del Garda",PM10,2020-03-18,7,18,µg/mc
"Riva del Garda",PM10,2020-03-18,8,19,µg/mc
"Riva del Garda",PM10,2020-03-18,9,17,µg/mc
"Riva del Garda",PM10,2020-03-18,10,15,µg/mc
"Riva del Garda",PM10,2020-03-18,11,14,µg/mc
"Riva del Garda",PM10,2020-03-18,12,13,µg/mc
"Riva del Garda",PM10,2020-03-18,13,19,µg/mc
"Riva del Garda",PM10,2020-03-18,14,21,µg/mc
"Riva del Garda",PM10,2020-03-18,15,22,µg/mc
"Riva del Garda",PM10,2020-03-18,16,21,µg/mc
"Riva del Garda",PM10,2020-03-18,17,23,µg/mc
